Year,Make,Model,Vehicle Class,Engine Size (L),Cylinders,Transmission,Fuel Type,Fuel Consumption [City (L/100 km)],Fuel Consumption [Hwy (L/100 km)],Fuel Consumption [Comb (L/100 km)],Fuel Consumption [Comb (mpg)],CO2 Emissions (g/km),Motor (kW),Fuel Type 1,Fuel Consumption Combined Le/100 km,Range 1 (km),Recharge Time (h),Fuel Type 2,Range 2 (km),Fuel Consumption [City (kWh/100 km)],Fuel Consumption [Comb (kWh/100 km)],Consumption [City (Le/100 km)],Consumption [Hwy (Le/100 km)],Consumption [Comb (Le/100 km)],Range (km)
2016.0,MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8.0,AS6,Z,18.2,11.6,15.2,19.0,360.0,,,,,,,,,,,,,
2016.0,MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8.0,AS8,Z,16.2,11.0,14.0,20.0,322.0,,,,,,,,,,,,,
2016.0,MASERATI,QUATTROPORTE S,FULL-SIZE,3.0,6.0,AS8,Z,15.2,10.2,12.9,22.0,300.0,,,,,,,,,,,,,
2016.0,MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6.0,AS8,Z,15.1,10.2,12.9,22.0,302.0,,,,,,,,,,,,,
2016.0,MAZDA,CX-3,COMPACT,2.0,4.0,AS6,X,8.2,6.7,7.6,37.0,179.0,,,,,,,,,,,,,
2016.0,MAZDA,CX-3 4WD,COMPATC,2.0,4.0,AS6,X,8.8,7.3,8.1,35.0,189.0,,,,,,,,,,,,,
2016.0,MAZDA,CX-5,SUV - SMALL,2.0,4.0,AS6,X,9.0,7.3,8.2,34.0,192.0,,,,,,,,,,,,,
2016.0,MAZAD,CX-5,SUV - SMALL,2.5,4.0,AS6,X,8.9,7.1,8.1,35.0,190.0,,,,,,,,,,,,,
2016.0,MAZDA,CX-5 (SIL),SUV - SMALL,2.0,4.0,M6,X,9.0,6.8,8.0,35.0,188.0,,,,,,,,,,,,,
2016.0,MAZDA,CX-5 4WD,SUV - SMALL,2.0,4.0,AS6,X,9.3,7.6,8.5,33.0,199.0,,,,,,,,,,,,,
2016.0,MAZDA,CX-5 4WD,SUV - SMALL,2.5,4.0,AS6,X,9.8,7.9,9.0,31.0,210.0,,,,,,,,,,,,,
2016.0,MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4.0,AS6,X,7.9,5.7,6.9,41.0,162.0,,,,,,,,,,,,,
2016.0,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.0,4.0,M6,X,8.0,5.8,7.0,40.0,165.0,,,,,,,,,,,,,
2016.0,MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4.0,AS6,X,8.4,6.1,7.4,38.0,173.0,,,,,,,,,,,,,
2016.0,MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4.0,AS6,X,8.2,5.9,7.2,39.0,169.0,,,,,,,,,,,,,
2016.0,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4.0,M6,X,9.3,6.4,8.0,35.0,189.0,,,,,,,,,,,,,
2016.0,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4.0,AS6,X,8.0,5.9,7.0,40.0,165.0,,,,,,,,,,,,,
2016.0,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4.0,M6,X,8.2,5.9,7.1,40.0,167.0,,,,,,,,,,,,,
2016.0,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4.0,AS6,X,8.7,6.5,7.7,37.0,182.0,,,,,,,,,,,,,
2016.0,MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4.0,AS6,X,8.2,6.0,7.2,39.0,170.0,,,,,,,,,,,,,
2016.0,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4.0,M6,X,9.2,6.6,8.1,35.0,190.0,,,,,,,,,,,,,
2016.0,MAZDA,MAZDA5,MINIVAN,2.5,4.0,AS5,X,10.8,8.3,9.7,29.0,226.0,,,,,,,,,,,,,
2016.0,MAZDA,MAZDA5,MINIVAN,2.5,4.0,M6,X,11.1,8.3,9.8,29.0,229.0,,,,,,,,,,,,,
2016.0,MAZDA,MAZDA6,MID-SIZE,2.5,4.0,AS6,X,8.8,6.1,7.6,37.0,178.0,,,,,,,,,,,,,
2016.0,MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4.0,AS6,X,8.5,5.9,7.3,39.0,171.0,,,,,,,,,,,,,
2016.0,MAZDA,MAZDA6 (SIL),MID-SIZE,2.5,4.0,M6,X,9.4,6.4,8.1,35.0,188.0,,,,,,,,,,,,,
2016.0,MAZDA,MX-5,TWO-SEATER,2.0,4.0,AS6,Z,8.9,6.5,7.8,36.0,183.0,,,,,,,,,,,,,
2016.0,MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4.0,M6,Z,8.8,6.9,7.8,36.0,183.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,AMG C 63,COMPACT,4.0,8.0,AS7,Z,13.4,9.6,11.7,24.0,268.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,AMG C 63 S,COMPACT,4.0,8.0,AS7,Z,13.4,9.6,11.7,24.0,268.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,AMG CLA 45,COMPACT,2.0,4.0,AS7,Z,10.2,7.7,9.1,31.0,214.0,,,,,,,,,,,,,
2016.0,MERCEDES-BEN%Z!,AMG CLS 63 S 4MATIC,COMPACT,5.5,8.0,AS7,Z,15.1,10.8,13.1,22.0,308.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,AMG E 63 S 4MATIC,MID-SIZE,5.5,8.0,AS7,Z,15.3,10.8,13.3,21.0,310.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,AMG E 63 S 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8.0,AS7,Z,15.2,11.0,13.3,21.0,310.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,AMG G 63,SUV - STANDARD,5.5,8.0,AS7,Z,20.0,16.6,18.5,15.0,417.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,AMG G 65,SUV - STANDARD,6.0,12.0,AS7,Z,24.3,17.9,21.4,13.0,476.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,AMG GL 63 S,SUV - STANDARD,5.5,8.0,AS7,Z,18.2,14.0,16.3,17.0,369.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,AMG GLA 45,SUV - SMALL,2.0,4.0,AS7,Z,10.3,8.1,9.3,30.0,216.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,5.5,8.0,AS7,Z,17.3,13.5,15.6,18.0,366.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,AMG GLE 63 S COUPE 4MATIC,SUV - STANDARD,5.5,8.0,AS7,Z,17.2,12.8,15.2,19.0,363.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,AMG GT S,TWO-SEATER,4.0,8.0,AM7,Z,14.5,10.8,12.8,22.0,303.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,AMG S 63,FULL-SIZE,5.5,8.0,AS7,Z,15.7,10.1,13.2,21.0,313.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,5.5,8.0,AS7,Z,15.3,10.2,13.0,22.0,313.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,AMG S 65,FULL-SIZE,6.0,12.0,AS7,Z,18.5,11.8,15.5,18.0,361.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,AMG S 65 COUPE,COMPACT,6.0,12.0,AS7,Z,18.0,11.3,15.0,19.0,355.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8.0,AS7,Z,14.7,9.5,12.4,23.0,298.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,AMG SL 65,TWO-SEATER,6.0,12.0,AS7,Z,16.7,11.2,14.2,20.0,335.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,AMG SLK 55,TWO-SEATER,5.5,8.0,AS7,Z,12.4,8.5,10.6,27.0,252.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,B 250,MID-SIZE,2.0,4.0,AS7,Z,9.2,6.6,8.0,35.0,188.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,B 250 4MATIC,MID-SIZE,2.0,4.0,AS7,Z,10.0,7.5,8.9,32.0,206.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,C 300 4MATIC,COMPACT,2.0,4.0,AS7,Z,10.1,7.8,9.0,31.0,212.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,C 450 AMG SPORT 4MATIC,COMPACT,3.0,6.0,AS7,Z,11.1,9.6,10.4,27.0,231.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,CLA 250,COMPACT,2.0,4.0,AS7,Z,9.4,6.4,8.1,35.0,188.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,CLA 250 4MATIC FFV,COMPACT,2.0,4.0,AS7,Z,9.8,7.1,8.6,33.0,198.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,CLA 250 4MATIC FFV,COMPACT,2.0,4.0,AS7,E,13.1,9.8,11.6,24.0,198.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,CLS 400 4MATIC,COMPACT,3.0,6.0,AS7,Z,12.2,8.8,10.7,26.0,252.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8.0,AS7,Z,13.7,9.3,11.7,24.0,277.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,E 250 BLUETEC 4MATIC,MID-SIZE,2.1,4.0,AS7,D,8.6,6.0,7.4,38.0,200.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6.0,AS7,Z,11.9,8.2,10.2,28.0,240.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3.0,6.0,AS7,Z,12.0,8.5,10.4,27.0,244.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,E 400 4MATIC COUPE,SUBCOMPACT,3.0,6.0,AS7,Z,11.8,8.4,10.2,28.0,239.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,E 400 4MATIC WAGON,STATION WAGON - MID-SIZE,3.0,6.0,AS7,Z,12.4,8.9,10.8,26.0,253.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,E 400 CABRIOLET,SUBCOMPACT,3.0,6.0,AS7,Z,11.5,8.1,10.0,28.0,233.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,E 550 4MATIC,MID-SIZE,4.7,8.0,AS7,Z,12.9,9.6,11.4,25.0,270.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8.0,AS7,Z,13.7,9.2,11.7,24.0,275.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8.0,AS7,Z,13.4,8.9,11.4,25.0,268.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,G 550,SUV - STANDADR>,5.5,8.0,AS7,Z,19.0,16.5,17.9,16.0,401.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6.0,AS7,D,13.6,10.0,12.0,24.0,322.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,GL 450 4MATIC,SUV - STANDARD,3.0,6.0,AS7,Z,15.2,12.6,14.0,20.0,298.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,8.0,AS7,Z,17.5,13.1,15.5,18.0,365.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4.0,AS7,Z,9.8,7.4,8.7,32.0,203.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,GLE 350d 4MATIC,SUV - STANDARD,3.0,6.0,A9,D,10.1,8.0,9.2,31.0,246.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,GLE 350d 4MATIC COUPE,SUV - STANDARD,3.0,6.0,A9,D,10.4,8.2,9.4,30.0,253.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,GLE 400 4MATIC,SUV - STANDARD,3.0,6.0,AS7,Z,13.3,10.4,12.0,24.0,282.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,GLE 450 AMG SPORT 4MATIC COUPE,SUV - STANDARD,3.0,6.0,A9,Z,13.6,10.2,12.0,24.0,281.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,GLE 550 4MATIC,SUV - STANDARD,4.7,8.0,AS7,Z,16.2,11.8,14.2,20.0,335.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,MAYBACH S 600,FULL-SIZE,6.0,12.0,AS7,Z,18.2,11.7,15.3,18.0,359.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,METRIS CARGO,SPECIAL PURPOSE VEHICLE,2.0,4.0,AS7,Z,10.8,9.5,10.2,28.0,233.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,METRIS PASSENGER,SPECIAL PURPOSE VEHICLE,2.0,4.0,AS7,Z,11.5,10.2,10.9,26.0,248.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,S 400 4MATIC SWB,MID-SIZE,3.0,6.0,AS7,Z,12.6,8.6,10.8,26.0,253.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,S 550 4MATIC SWB,MID-SIZE,4.7,8.0,AS7,Z,14.7,9.1,12.2,23.0,294.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8.0,AS7,Z,14.8,9.8,12.5,23.0,287.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,S 550 4MATIC COUPE,COMPACT,4.7,8.0,AS7,Z,14.4,9.8,12.3,23.0,289.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,S 600,FULL-SIZE,6.0,12.0,AS7,Z,17.3,11.0,14.5,19.0,340.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8.0,AS7,Z,14.6,9.6,12.3,23.0,289.0,,,,,,,,,,,,,
2016.0,MERCEDES-BENZ,SLK 300,TWO-SEATER,2.0,4.0,A9,Z,9.6,7.3,8.5,33.0,199.0,,,,,,,,,,,,,
2016.0,MERCEDES-BEZN,SLK 350,TWO-SEATER,3.5,6.0,AS7,Z,11.1,8.1,9.8,29.0,229.0,,,,,,,,,,,,,
2016.0,MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3.0,AS6,Z,8.7,6.6,7.7,37.0,181.0,,,,,,,,,,,,,
2016.0,MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3.0,M6,Z,8.4,6.0,7.3,39.0,172.0,,,,,,,,,,,,,
2016.0,MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3.0,AS6,Z,8.7,6.6,7.7,37.0,181.0,,,,,,,,,,,,,
2016.0,MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3.0,M6,Z,8.2,6.0,7.2,39.0,170.0,,,,,,,,,,,,,
2016.0,MINI,COOPER CLUBMAN,MID-SIZE,1.5,3.0,AS6,Z,9.4,7.0,8.3,34.0,195.0,,,,,,,,,,,,,
2016.0,MINI,COOPER CLUBMAN,MID-SIZE,1.5,3.0,M6,Z,9.5,6.6,8.2,34.0,194.0,,,,,,,,,,,,,
2016.0,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3.0,AS6,Z,8.7,6.6,7.7,37.0,181.0,,,,,,,,,,,,,
2016.0,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3.0,M6,Z,8.2,6.0,7.2,39.0,170.0,,,,,,,,,,,,,
2016.0,MIIN,COOPER S 3 DOOR,SUBCOMPACT,2.0,4.0,AS6,Z,9.2,7.0,8.2,34.0,193.0,,,,,,,,,,,,,
2016.0,MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4.0,M6,Z,10.0,7.0,8.7,32.0,203.0,,,,,,,,,,,,,
2016.0,MINI,COOPER S 5 <DOOR,SUBCOMPACT,2.0,4.0,AS6,Z,9.2,7.0,8.2,34.0,193.0,,,,,,,,,,,,,
2016.0,MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4.0,M6,Z,10.0,7.0,8.7,32.0,203.0,,,,,,,,,,,,,
2016.0,MINI,COOPER S CLUBMAN,MID-SIZE,2.0,4.0,AS6,Z,9.7,7.0,8.5,33.0,198.0,,,,,,,,,,,,,
2016.0,MINI,COOPER S CLUBMAN,MID-SIZE,2.0,4.0,M6,Z,10.6,7.4,9.2,31.0,215.0,,,,,,,,,,,,,
2016.0,MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4.0,AS6,Z,9.7,7.0,8.5,33.0,198.0,,,,,,,,,,,,,
2016.0,MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4.0,M6,Z,10.0,7.0,8.7,32.0,203.0,,,,,,,,,,,,,
2016.0,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4.0,AS6,Z,10.1,7.7,9.0,31.0,212.0,,,,,,,,,,,,,
2016.0,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4.0,M6,Z,9.4,7.6,8.6,33.0,201.0,,,,,,,,,,,,,
2016.0,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4.0,AS6,Z,10.1,7.7,9.0,31.0,212.0,,,,,,,,,,,,,
2016.0,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4.0,M6,Z,9.4,7.6,8.6,33.0,201.0,,,,,,,,,,,,,
2016.0,MINI,JOHN COOPER WORKS,SUBCOMPACT,2.0,4.0,AS6,Z,9.4,7.5,8.5,33.0,199.0,,,,,,,,,,,,,
2016.0,MINI,JOHN COOPER WORKS,SUBCOMPACT,2.0,4.0,M6,Z,10.4,7.7,9.2,31.0,214.0,,,,,,,,,,,,,
2016.0,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4.0,AS6,Z,10.1,7.7,9.0,31.0,212.0,,,,,,,,,,,,,
2016.0,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4.0,M6,Z,9.4,7.6,8.6,33.0,201.0,,,,,,,,,,,,,
2016.0,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4.0,AS6,Z,10.1,7.7,9.0,31.0,212.0,,,,,,,,,,,,,
2016.0,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4.0,M6,Z,9.4,7.6,8.6,33.0,201.0,,,,,,,,,,,,,
2016.0,MITSUBISHI,LANCER,COMPACT,2.0,4.0,AV6,X,8.6,6.8,7.8,36.0,181.0,,,,,,,,,,,,,
2016.0,MIT!SUBISHI%,LANCER,COMPACT,2.0,4.0,M5,X,9.6,7.0,8.4,34.0,198.0,,,,,,,,,,,,,
2016.0,MITSUBISHI,LANCER,COMPACT,2.4,4.0,AV6,X,9.8,7.6,8.8,32.0,204.0,,,,,,,,,,,,,
2016.0,MITSUBISHI,LANCER,COMPACT,2.4,4.0,M5,X,10.5,7.7,9.2,31.0,217.0,,,,,,,,,,,,,
2016.0,MITSUBISHI,LANCER 4WD,COMPACT,2.4,4.0,AV6,X,10.2,7.8,9.1,31.0,210.0,,,,,,,,,,,,,
2016.0,MITSUBISHI,LANCER SPORTBACK,STA?TION WAGON - SMALL,2.0,4.0,AV6,X,9.2,7.1,8.3,34.0,191.0,,,,,,,,,,,,,
2016.0,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4.0,M5,X,9.9,7.2,8.7,32.0,203.0,,,,,,,,,,,,,
2016.0,MITSUBISHI,MIRAGE,COMPACT,1.2,3.0,AV,X,6.4,5.3,5.9,48.0,139.0,,,,,,,,,,,,,
2016.0,MITSUBISHI,MIRAGE,COMPACT,1.2,3.0,M5,X,7.0,5.6,6.3,45.0,147.0,,,,,,,,,,,,,
2016.0,MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4.0,AV6,X,9.2,7.5,8.4,34.0,193.0,,,,,,,,,,,,,
2016.0,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4.0,AV6,X,9.7,8.1,9.0,31.0,207.0,,,,,,,,,,,,,
2016.0,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6.0,AS6,Z,11.9,8.5,10.4,27.0,238.0,,,,,,,,,,,,,
2016.0,MITSUBISHI,RVR,SUV - SMALL,2.0,4.0,AV6,X,9.6,7.6,8.7,32.0,202.0,,,,,,,,,,,,,
2016.0,MITSUBISHI,RVR,SUV - SMALL,2.0,4.0,M5,X,10.3,8.0,9.3,30.0,214.0,,,,,,,,,,,,,
2016.0,MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4.0,AV6,X,10.5,8.6,9.6,29.0,223.0,,,,,,,,,,,,,
2016.0,NISSAN,370Z,TWO-SEATER,3.7,6.0,AS7,Z,12.6,9.2,11.1,25.0,260.0,,,,,,,,,,,,,
2016.0,NISSAN,370Z,TWO-SEATER,3.7,6.0,M6,Z,13.3,9.3,11.5,25.0,269.0,,,,,,,,,,,,,
2016.0,NISSAN,370Z ROADSTER,TWO-SEATRE,3.7,6.0,AS7,Z,13.1,9.6,11.5,25.0,270.0,,,,,,,,,,,,,
2016.0,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6.0,M6,Z,13.6,9.7,11.8,24.0,278.0,,,,,,,,,,,,,
2016.0,NISSAN,AL%TI>MA,MID-SIZE,2.5,4.0,AV,X,8.7,6.0,7.5,38.0,176.0,,,,,,,,,,,,,
2016.0,NISSAN,ALTIMA 3.5,MID-SIZE,3.5,6.0,AV7,X,10.3,7.4,9.0,31.0,212.0,,,,,,,,,,,,,
2016.0,NISSAN,ALTIMA SR,MID-SIZE,2.5,4.0,AV7,X,8.9,6.3,7.7,37.0,181.0,,,,,,,,,,,,,
2016.0,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4.0,A5,X,13.6,10.4,12.1,23.0,285.0,,,,,,,,,,,,,
2016.0,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4.0,M5,X,12.2,10.2,11.3,25.0,266.0,,,,,,,,,,,,,
2016.0,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6.0,A5,X,14.8,10.3,12.7,22.0,300.0,,,,,,,,,,,,,
2016.0,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6.0,A5,X,15.7,11.3,13.7,21.0,322.0,,,,,,,,,,,,,
2016.0,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6.0,M6,X,15.0,11.2,13.3,21.0,313.0,,,,,,,,,,,,,
2016.0,NISSAN,GT-R,SUBCOMPACT,3.8,6.0,AM6,Z,14.3,10.5,12.6,22.0,294.0,,,,,,,,,,,,,
2016.0,NIS>SAN,JUKE,STATION WAGON - SMALL,1.6,4.0,AV7,Z,8.5,7.2,7.9,36.0,186.0,,,,,,,,,,,,,
2016.0,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4.0,M6,Z,8.5,6.9,7.8,36.0,183.0,,,,,,,,,,,,,
2016.0,NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4.0,AV7,Z,8.8,7.5,8.2,34.0,194.0,,,,,,,,,,,,,
2016.0,NISSAN,JUKE NISMO RS,STATION WAGON - SMALL,1.6,4.0,M6,Z,8.9,7.5,8.3,34.0,194.0,,,,,,,,,,,,,
2016.0,NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,1.6,4.0,AV8,Z,9.4,8.1,8.8,32.0,208.0,,,,,,,,,,,,,
2016.0,NISSAN,MAXIMA,MID-SIZE,3.5,6.0,AV7,Z,10.9,7.8,9.5,30.0,223.0,,,,,,,,,,,,,
2016.0,NISSAN,MICRA,COMPACT,1.6,4.0,A4,X,8.8,6.6,7.8,36.0,184.0,,,,,,,,,,,,,
2016.0,NISSAN,MICRA,COMPACT,1.6,4.0,M5,X,8.6,6.6,7.7,37.0,182.0,,,,,,,,,,,,,
2016.0,NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6.0,AV7,X,11.0,8.2,9.8,29.0,230.0,,,,,,,,,,,,,
2016.0,NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6.0,AV7,X,11.2,8.3,9.9,29.0,232.0,,,,,,,,,,,,,
2016.0,NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2.0,4.0,AV,X,9.7,9.0,9.4,30.0,220.0,,,,,,,,,,,,,
2016.0,NISSAN,PATHFINDER,SUV - SMALL,3.5,6.0,AV,X,11.9,8.6,10.4,27.0,245.0,,,,,,,,,,,,,
2016.0,NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6.0,AV,X,12.1,8.9,10.7,26.0,251.0,,,,,,,,,,,,,
2016.0,NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6.0,AV,X,12.7,9.0,11.0,26.0,258.0,,,,,,,,,,,,,
2016.0,NISSAN,ROGUE,SUV - SMALL,2.5,4.0,AV,X,9.1,7.1,8.2,34.0,194.0,,,,,,,,,,,,,
2016.0,NISSNA,ROGUE AWD,SUV - SMALL,2.5,4.0,AV,X,9.5,7.4,8.6,33.0,201.0,,,,,,,,,,,,,
2016.0,NISSAN,SENTRA,MID-SIZE,1.8,4.0,AV,X,8.0,6.1,7.2,39.0,167.0,,,,,,,,,,,,,
2016.0,NISSAN,SENTRA,MID-SIZE,1.8,4.0,M6,X,8.9,6.6,7.9,36.0,184.0,,,,,,,,,,,,,
2016.0,NISSNA,VERSA,MID-SIZE,1.6,4.0,AV,X,7.5,6.0,6.8,42.0,161.0,,,,,,,,,,,,,
2016.0,NISSAN,VERSA,MID-SIZE,1.6,4.0,M5,X,8.6,6.5,7.6,37.0,179.0,,,,,,,,,,,,,
2016.0,PORSCHE,911 CARRERA,MINICOMPACT,3.4,6.0,AM7,Z,11.6,8.4,10.1,28.0,238.0,,,,,,,,,,,,,
2016.0,PORSCHE,911 CARRERA,MINICOMPACT,3.4,6.0,M7,Z,12.3,8.6,10.6,27.0,249.0,,,,,,,,,,,,,
2016.0,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6.0,AM7,Z,11.5,8.4,10.1,28.0,236.0,,,,,,,,,,,,,
2016.0,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6.0,M7,Z,12.3,8.7,10.7,26.0,251.0,,,,,,,,,,,,,
2016.0,PORSCHE,911 CARRERA GTS,MINICOMPACT,3.8,6.0,AM7,Z,12.7,9.0,11.0,26.0,259.0,,,,,,,,,,,,,
2016.0,PORSCHE,911 CARRERA GTS,MINICOMPACT,3.8,6.0,M7,Z,12.9,9.0,11.2,25.0,262.0,,,,,,,,,,,,,
2016.0,PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6.0,AM7,Z,12.7,9.2,11.1,25.0,260.0,,,,,,,,,,,,,
2016.0,PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6.0,M7,Z,13.4,9.3,11.6,24.0,272.0,,,,,,,,,,,,,
